Carmelo Anthony,per_minute.2012,27,NYK,NBA,SF,5,5,204,9.2,21.9,0.419,0.7,3.2,0.222,8.5,18.7,0.453,5.5,7.2,0.756,2.3,4.9,7.2,1.9,1.1,0.2,2.5,3.7,24.5
Carmelo Anthony,per_minute.2013,28,NYK,NBA,PF,12,12,481,9.4,23.2,0.406,1.3,4.3,0.298,8.2,18.9,0.431,5.8,6.5,0.885,0.8,5.1,5.9,1.4,1,0.1,2.3,3.4,25.9
Carmelo Anthony,per_minute.2018,33,OKC,NBA,PF,6,6,194,5,13.4,0.375,1.1,5.2,0.214,3.9,8.2,0.477,2,2.8,0.733,0.6,5.8,6.3,0.4,1.9,0.7,1.1,2.6,13.2
OG Anunoby,per_minute.2018,20,TOR,NBA,SF,10,10,238,4.4,7.9,0.558,2,4.4,0.448,2.4,3.5,0.696,1.2,1.7,0.727,1.4,1.8,3.2,1.1,0.9,0.6,0.9,3.5,11.9
Trevor Ariza,per_minute.2007,21,ORL,NBA,SG,4,0,47,3.8,12.3,0.313,0,0,,3.8,12.3,0.313,0.8,3.1,0.25,3.8,3.1,6.9,3.8,0.8,0,3.1,6.9,8.4
Trevor Ariza,per_minute.2008,22,LAL,NBA,SF,8,0,45,5.6,9.6,0.583,0.8,3.2,0.25,4.8,6.4,0.75,1.6,3.2,0.5,2.4,6.4,8.8,0.8,0.8,0.8,0.8,5.6,13.6
Trevor Ariza,per_minute.2009,23,LAL,NBA,SF,23,23,722,4.6,9.2,0.497,2,4.2,0.476,2.6,5,0.515,1.8,3.2,0.563,1.1,3.7,4.8,2.7,1.8,0.5,1.9,3.6,13
Trevor Ariza,per_minute.2011,25,NOH,NBA,SF,6,6,241,5.2,12.7,0.412,1,3.1,0.333,4.2,9.6,0.438,2.4,3.3,0.727,1,4.8,5.8,3,1.2,0.4,1,2.4,13.9
Trevor Ariza,per_minute.2014,28,WAS,NBA,SF,11,11,407,4.6,9.6,0.481,2.2,5,0.446,2.4,4.6,0.519,1.9,2.4,0.778,1.9,6.8,8.7,1.7,1.5,0.4,1.2,2.3,13.3
Trevor Ariza,per_minute.2015,29,HOU,NBA,SF,17,17,655,4.1,9.7,0.426,2,5.3,0.375,2.1,4.4,0.488,2.1,2.3,0.905,1,5,6,2.4,1.6,0.1,1.3,2.8,12.3
Trevor Ariza,per_minute.2016,30,HOU,NBA,SF,5,5,181,2.6,10.1,0.255,0.8,5.6,0.143,1.8,4.6,0.391,0.6,0.8,0.75,1.4,2.8,4.2,0.8,2.6,0.2,2.4,3.2,6.6
Trevor Ariza,per_minute.2017,31,HOU,NBA,SF,11,11,413,3.6,8.5,0.423,2,5.3,0.377,1.6,3.1,0.5,1.1,1.2,0.929,0.7,4.2,4.9,2,1.2,0.2,0.8,2.2,10.3
Trevor Ariza,per_minute.2018,32,HOU,NBA,SF,17,17,582,3.1,8.6,0.36,1.6,5.6,0.286,1.5,3,0.5,1.4,1.9,0.742,0.6,3.5,4,1.4,1.2,0.1,0.6,2.7,9.2
D.J. Augustin,per_minute.2010,22,CHA,NBA,PG,4,0,73,2.5,8.4,0.294,1,3,0.333,1.5,5.4,0.273,2.5,3,0.833,0.5,1.5,2,3.5,0.5,0.5,2,2,8.4
D.J. Augustin,per_minute.2013,25,IND,NBA,PG,19,1,316,3.1,8.1,0.38,2.2,5.5,0.396,0.9,2.6,0.348,2.8,3.5,0.806,0.2,1.5,1.7,1.5,0.8,0,1.1,3,11.2
D.J. Augustin,per_minute.2014,26,CHI,NBA,PG,5,0,141,5.4,18.4,0.292,1.8,6.6,0.269,3.6,11.7,0.304,4.3,4.9,0.895,1,1,2,6.1,0.8,0,2.3,4.1,16.9
D.J. Augustin,per_minute.2019,31,ORL,NBA,PG,5,5,141,5.1,10.5,0.488,2.6,5.4,0.476,2.6,5.1,0.5,3.6,4.1,0.875,0.3,1.8,2,4.9,0.5,0.3,1.8,1.8,16.3
Wade Baldwin,per_minute.2017,20,MEM,NBA,PG,3,0,12,0,3,0,0,0,,0,3,0,6,6,1,3,9,12,6,0,0,0,9,6
Wade Baldwin,per_minute.2018,21,POR,NBA,PG,4,0,19,1.9,7.6,0.25,1.9,1.9,1,0,5.7,0,1.9,3.8,0.5,0,5.7,5.7,5.7,1.9,1.9,5.7,1.9,7.6
J.J. Barea,per_minute.2007,22,DAL,NBA,PG,2,0,4,0,0,,0,0,,0,0,,0,18,0,0,0,0,0,0,0,0,0,0
J.J. Barea,per_minute.2008,23,DAL,NBA,PG,1,0,5,21.6,28.8,0.75,14.4,14.4,1,7.2,14.4,0.5,0,0,,0,0,0,7.2,0,0,0,7.2,57.6
